Site Pt,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
FloridaRiver062016_31,FR,1235561,2332730,20-06-2016 11:13:32,0,0,0.11,793.9,41.7,-0.011,-0.01,0.464
FloridaRiver062016_32,FR,1234930,2331792,20-06-2016 12:10:33,0,0,0.21,794.1,44.4,-1.153,0.019,0.907
FloridaRiver062016_33,FR,1235191,2331797,20-06-2016 12:15:03,0,0.01,0.67,794.8,44.4,-0.242,0.023,2.844
FloridaRiver062016_34,FR,1235278,2331789,20-06-2016 12:19:07,0,0,0.07,794.7,44.6,-1.066,0.012,0.297
FloridaRiver062016_35,FR,1235333,2331792,20-06-2016 12:21:39,0,0,1.39,794,44.6,0,0.007,5.955
FloridaRiver062016_36,FR,1235354,2331795,20-06-2016 12:23:53,4.47,0,1.95,793.4,44.7,19.151,0.008,8.342
FloridaRiver062016_37,FR,1235419,2331823,20-06-2016 12:27:00,1.35,0,0.5,793.3,44.9,5.782,0.016,2.162
FloridaRiver062016_38,FR,1235375,2331947,20-06-2016 12:30:44,0,0,0.24,792.5,45.2,-0.264,0.013,1.047
FloridaRiver062016_39,FR,1235556,2331929,20-06-2016 12:35:00,0,0.01,0.17,793,45.4,0,0.022,0.714
FloridaRiver062016_4,FR,1235815,2332276,20-06-2016 08:55:16,0,0,0.21,795.3,29,-0.219,0.007,0.843
FloridaRiver062016_40,FR,1235525,2331829,20-06-2016 12:38:28,0,0,0.55,792.5,45.6,0,0.017,2.359
FloridaRiver062016_41,FR,1235557,2331691,20-06-2016 12:42:23,0,0,0.07,792.1,45.8,0,0.016,0.301
FloridaRiver062016_42,FR,1235354,2331595,20-06-2016 12:49:31,0,0.01,0.55,792.3,46.1,-3.887,0.049,2.348
FloridaRiver062016_43,FR,1235325,2331442,20-06-2016 12:57:40,0,0,0.12,794,46.3,-0.762,0.015,0.506
FloridaRiver062016_44,FR,1234972,2331446,20-06-2016 13:04:07,0,0.01,0.25,792,46.6,-0.756,0.034,1.092
FloridaRiver062016_45,FR,1234763,2331567,20-06-2016 13:08:05,0,0.01,0.13,791.9,46.7,-1.366,0.042,0.544
FloridaRiver062016_46,FR,1234767,2331424,20-06-2016 13:10:48,0,0.01,0.02,792.3,46.7,-0.38,0.031,0.099
FloridaRiver062016_47,FR,1234533,2331326,20-06-2016 13:14:33,0,0.01,0.16,792.3,46.8,-4.307,0.029,0.7
FloridaRiver062016_48,FR,1235149,2331560,20-06-2016 13:49:56,0,0,0.08,791.6,45.5,0,0.01,0.327
FloridaRiver062016_49,FR,1235177,2331590,20-06-2016 13:54:39,0,0,0.08,791.7,45.4,0,0.016,0.326
FloridaRiver062016_5,FR,1235583,2332289,20-06-2016 08:59:50,2.92,0,1.42,795.3,29.9,11.893,0.014,5.779
FloridaRiver062016_50,FR,1235201,2331630,20-06-2016 13:56:20,0,0.01,0.43,791.7,45.4,0,0.052,1.847
FloridaRiver062016_6,FR,1235345,2332184,20-06-2016 09:03:58,5.06,0,2.91,795.9,30.6,20.655,0.013,11.894
FloridaRiver062016_7,FR,1235185,2332114,20-06-2016 09:07:32,0,0.01,0.26,795.9,31.2,-220.711,0.027,1.061
FloridaRiver062016_8,FR,1235569,2332360,20-06-2016 09:12:54,0.28,0.01,1.46,795.9,32.3,1.157,0.057,6
FloridaRiver062016_9,FR,1235550,2332384,20-06-2016 09:16:01,0,0.01,0.97,795.9,33.1,0,0.036,4.004
FloridaRiver062116_100,FR,1233549,2328401,21-06-2016 12:12:52,0,0,0.03,784.7,44.3,0,0,0.127
FloridaRiver062116_101,FR,1233498,2328163,21-06-2016 12:19:56,0,0,0.38,784.8,44.9,-0.269,-0.089,1.632
FloridaRiver062116_102,FR,1234784,2330164,21-06-2016 12:48:52,0,0,0.06,783.8,46.4,0,-0.001,0.251
FloridaRiver062116_103,FR,1234764,2330381,21-06-2016 12:56:01,0,0.01,1.61,785.8,46.7,0,0.028,6.991
FloridaRiver062116_104,FR,1235008,2330633,21-06-2016 13:02:55,0,0,0.32,787.3,46.7,0,0,1.391
FloridaRiver062116_105,FR,1234991,2330788,21-06-2016 13:06:46,0,0,0.16,788.1,46.7,0,0.019,0.711
FloridaRiver062116_106,FR,1235196,2330791,21-06-2016 13:10:00,0,0,0.51,787.9,46.6,0,0.014,2.23
FloridaRiver062116_107,FR,1235217,2330941,21-06-2016 13:17:03,0,0,0.1,787.7,46.7,0,0,0.442
FloridaRiver062116_108,FR,1234979,2330977,21-06-2016 13:20:10,2.15,0,1.76,788.3,46.6,9.328,-0.01,7.643
FloridaRiver062116_109,FR,1235135,2331062,21-06-2016 13:23:23,0,0.01,0.14,788.5,46.5,0,0.034,0.598
FloridaRiver062116_110,FR,1235161,2331234,21-06-2016 13:26:35,0,0.01,0.22,788.5,46.4,0,0.029,0.953
FloridaRiver062116_111,FR,1235065,2331245,21-06-2016 13:29:26,0,0,0.83,789.1,46.4,0,0,3.593
FloridaRiver062116_112,FR,1235000,2331154,21-06-2016 13:32:19,0,0,0.39,789.1,46.3,0,0,1.679
FloridaRiver062116_113,FR,1234904,2331400,21-06-2016 13:36:17,0,0,0.15,788.7,46.3,0,0,0.648
FloridaRiver062116_114,FR,1235168,2331376,21-06-2016 13:39:45,0,0,0.62,789.3,46.3,0,-0.001,2.697
FloridaRiver062116_51,FR,1234550,2331145,21-06-2016 08:48:29,0,0,0.27,791.8,30.6,0,-0.001,1.104
FloridaRiver062116_52,FR,1234772,2331215,21-06-2016 08:54:04,0,0,0.14,791.8,31.1,0,-0.01,0.564
FloridaRiver062116_53,FR,1234732,2330979,21-06-2016 08:57:47,0,0,0.19,791.8,31.3,0,-0.007,0.763
FloridaRiver062116_54,FR,1234548,2330992,21-06-2016 09:01:10,0,0,0.87,791.3,31.7,0,0.007,3.595
FloridaRiver062116_55,FR,1234470,2330973,21-06-2016 09:03:53,0,0,0.18,791.9,32,0,0.007,0.721
FloridaRiver062116_56,FR,1234411,2330783,21-06-2016 09:07:36,0,0,0.14,791.5,32.4,0,0.011,0.571
FloridaRiver062116_57,FR,1234579,2330742,21-06-2016 09:11:21,0,0,0.5,791,32.8,-0.025,0.018,2.062
FloridaRiver062116_58,FR,1234777,2330762,21-06-2016 09:15:00,0,0,0.39,790.7,33.2,0,0.011,1.623
FloridaRiver062116_59,FR,1234738,2330549,21-06-2016 09:20:45,0,0,0.3,790.3,33.9,0,0.013,1.254
FloridaRiver062116_60,FR,1234553,2330579,21-06-2016 09:24:18,0,0,2.03,789.8,34.2,0,0.011,8.453
FloridaRiver062116_61,FR,1234413,2330543,21-06-2016 09:27:49,0,0,0.11,790.5,34.6,0,0.005,0.459
FloridaRiver062116_62,FR,1234531,2330555,21-06-2016 09:30:59,0,0,0.29,790.7,34.9,0,-0.001,1.227
FloridaRiver062116_63,FR,1234583,2330353,21-06-2016 09:35:25,2.98,0,2.98,790.2,35.4,12.424,0.007,12.45
FloridaRiver062116_64,FR,1234541,2330323,21-06-2016 09:38:47,0,0,0.49,789.9,35.7,0,-0.004,2.066
FloridaRiver062116_65,FR,1234522,2330359,21-06-2016 09:41:22,0,0,0.43,789.1,36,-1.01,0.012,1.787
FloridaRiver062116_66,FR,1234466,2330356,21-06-2016 09:44:02,0,0,0.18,789.6,36.3,-0.717,0.012,0.747
FloridaRiver062116_67,FR,1234393,2330380,21-06-2016 09:47:25,0,0,0.18,789.4,36.7,0,0.011,0.766
FloridaRiver062116_68,FR,1234368,2330161,21-06-2016 09:51:26,0,0,0.21,789.6,37,0,0.013,0.878
FloridaRiver062116_69,FR,1234454,2330150,21-06-2016 09:54:40,0,0.01,0.35,788.4,37.4,0,0.026,1.455
FloridaRiver062116_70,FR,1234495,2330171,21-06-2016 09:57:06,0,0,0.57,788.4,37.7,0,-0.003,2.4
FloridaRiver062116_71,FR,1234525,2330163,21-06-2016 09:59:27,0,0,0.3,788.5,38.1,-0.44,0,1.258
FloridaRiver062116_72,FR,1234563,2329993,21-06-2016 10:03:22,0,0,0.16,787.6,38.6,0,0.015,0.661
FloridaRiver062116_73,FR,1234524,2329975,21-06-2016 10:06:03,0,0,0.29,787.3,39.1,0,0,1.232
FloridaRiver062116_74,FR,1234541,2329884,21-06-2016 10:09:33,0,0,0.36,787.3,39.6,0,-0.004,1.51
FloridaRiver062116_75,FR,1234472,2329855,21-06-2016 10:12:41,0,0,0.23,786.5,40.1,0,0.016,0.995
FloridaRiver062116_76,FR,1234444,2329970,21-06-2016 10:15:36,0,0,0.37,787,40.6,0,0.01,1.576
FloridaRiver062116_77,FR,1234346,2329935,21-06-2016 10:18:34,0.62,0,0.32,787.8,41,2.636,0.01,1.362
FloridaRiver062116_78,FR,1234296,2329951,21-06-2016 10:22:12,0,0,0.18,787.7,41.4,0,-0.001,0.774
FloridaRiver062116_79,FR,1234324,2329890,21-06-2016 10:25:32,0.76,0,0.22,788.3,41.7,3.265,0.016,0.951
FloridaRiver062116_80,FR,1234222,2329878,21-06-2016 10:28:29,0,0,0.29,787.5,41.9,0,-0.008,1.226
FloridaRiver062116_81,FR,1234332,2329753,21-06-2016 10:32:02,0,0,0.54,787.8,42.1,0,0.016,2.294
FloridaRiver062116_82,FR,1234319,2329591,21-06-2016 10:35:50,0,0,0.37,787.5,42.3,0,0.017,1.59
FloridaRiver062116_83,FR,1234095,2329740,21-06-2016 10:40:19,0,0,0,787.3,42.6,0,-0.002,-0.732
FloridaRiver062116_84,FR,1234097,2329579,21-06-2016 10:43:36,0,0,0.48,788.5,42.8,0,0.012,2.063
FloridaRiver062116_85,FR,1233958,2329585,21-06-2016 10:47:10,0,0,0.18,788.6,43,0,-0.003,0.77
FloridaRiver062116_86,FR,1234063,2329413,21-06-2016 10:52:03,0,0,0.58,789.5,43.3,-2.797,0,2.465
FloridaRiver062116_87,FR,1234118,2329386,21-06-2016 10:55:09,0,0,0.11,788.7,43.6,0,0.019,0.48
FloridaRiver062116_88,FR,1233987,2329354,21-06-2016 10:58:22,0,0,2.12,788.3,43.9,0,0.012,9.13
FloridaRiver062116_89,FR,1233981,2329336,21-06-2016 11:01:19,0,0,2.61,788.9,44,0,-0.006,11.211
FloridaRiver062116_90,FR,1233914,2329391,21-06-2016 11:04:49,0,0,0.14,789,44.2,0,0.019,0.605
FloridaRiver062116_91,FR,1234068,2329213,21-06-2016 11:11:24,0,0,0.17,789,44.4,0,0.008,0.746
FloridaRiver062116_92,FR,1233907,2329022,21-06-2016 11:41:01,0,0,0.12,788.1,43.8,0,-0.048,0.51
FloridaRiver062116_93,FR,1233937,2329161,21-06-2016 11:44:16,0,0,0.2,787.8,43.4,0,0.006,0.85
FloridaRiver062116_94,FR,1233684,2329001,21-06-2016 11:49:22,0,0,0,788.2,43.3,0,-0.004,-0.116
FloridaRiver062116_95,FR,1233701,2328787,21-06-2016 11:52:41,0,0,0.49,786.3,43.2,0,0.012,2.12
FloridaRiver062116_96,FR,1233709,2328729,21-06-2016 11:55:25,0,0,0.42,785.8,43.3,0,0,1.816
FloridaRiver062116_97,FR,1233707,2328571,21-06-2016 12:00:21,0,0,0.29,785.8,43.5,0,0.017,1.248
FloridaRiver062116_98,FR,1233608,2328558,21-06-2016 12:04:54,0,0,0.45,785.9,43.8,0,-0.005,1.951
FloridaRiver062116_99,FR,1233503,2328372,21-06-2016 12:09:48,0,0,0.25,784.6,44.1,0,0.015,1.083
PineRiver071116_01,TC2PR,1237996,2389560,11/7/16 11:53,0.44,0,0.05,784.5,30.8,1.81,0.013,0.199
PineRiver071116_02,TC2PR,1238044,2389563,11/7/16 11:55,0,0.01,0.29,784.5,31.8,0,0.021,1.196
PineRiver071116_03,TC2PR,1238105,2389569,11/7/16 11:58,0.42,0.01,0.3,784.5,32.8,1.769,0.049,1.245
PineRiver071116_04,TC2PR,1238094,2389512,11/7/16 12:02,0,,,784.5,34,-0.326,,
PineRiver071116_05,TC2PR,1238064,2389502,11/7/16 12:05,0.87,0.02,0.85,784.7,34.9,3.647,0.065,3.576
PineRiver071116_06,TC2PR,1238027,2389486,11/7/16 12:08,0,0.02,0.38,784.8,35.5,-2.591,0.064,1.586
PineRiver071116_07,TC2PR,1238000,2389510,11/7/16 12:11,0.57,0.02,1.69,784.1,36,2.391,0.084,7.139
PineRiver071116_08,TC2PR,1237996,2389446,11/7/16 12:13,0,0.01,0.6,784.8,36.5,-0.086,0.041,2.515
PineRiver071116_09,TC2PR,1238046,2389460,11/7/16 12:16,0,0.01,0.55,784.5,37.1,0,0.04,2.311
PineRiver071116_10,TC2PR,1238104,2389447,11/7/16 12:19,0,0.01,0.2,784.3,37.5,-3.398,0.046,0.866
PineRiver071116_11,TC2PR,1237955,2389497,11/7/16 12:22,0,0.01,0,784.5,38.1,-0.002,0.049,-0.216
PineRiver071116_12,TC2PR,1237952,2389555,11/7/16 12:24,0,0.01,0.05,784.4,38.5,-0.903,0.022,0.217
PineRiver071116_13,TC2PR,1237954,2389600,11/7/16 12:27,0,0.01,0.11,784.4,38.8,-0.564,0.026,0.474
PineRiver071116_14,TC2PR,1238005,2389608,11/7/16 12:29,0,0,0.04,784.4,39.2,-2.159,0.016,0.165
PineRiver071116_15,TC2PR,1238047,2389610,11/7/16 12:32,0,0.01,0.43,784.3,39.5,-0.419,0.038,1.826
PineRiver071116_16,TC2PR,1238113,2389627,11/7/16 12:34,0,0,0.27,784.4,39.8,0,0.015,1.138
PineRiver071116_17,TC2PR,1238143,2389582,11/7/16 12:36,0,0.01,0.46,784.3,40,-0.819,0.048,1.954
PineRiver071116_18,TC2PR,1238159,2389517,11/7/16 12:38,0,0.01,0.58,784.6,40.2,-0.351,0.052,2.467
PineRiver071116_19,TC2PR,1237960,2389447,11/7/16 12:42,0,0.02,0.4,784.4,40.5,-0.952,0.096,1.704
PineRiver071116_20,TC2PR,1238648,2389510,11/7/16 12:51,0,0.01,0.43,784.7,41.2,-1.208,0.032,1.85
PineRiver071116_21,TC2PR,1238654,2389449,11/7/16 12:53,0,0,0.05,784.4,41.2,-1.3,0.019,0.235
PineRiver071116_22,TC2PR,1238648,2389401,11/7/16 12:56,0,0.01,0.26,784.4,41.3,0,0.033,1.111
PineRiver071116_23,TC2PR,1238616,2389401,11/7/16 12:58,0,0.01,0.52,784.2,41.4,-7.157,0.053,2.234
PineRiver071116_24,TC2PR,1238622,2389460,11/7/16 13:01,0,0.01,0.32,784.4,41.5,0,0.039,1.367
PineRiver071116_25,TC2PR,1238603,2389456,11/7/16 13:03,0,0.01,0.32,784.3,41.6,0,0.029,1.368
PineRiver071116_26,TC2PR,1238608,2389484,11/7/16 13:06,0,0,1.34,784.3,41.7,-0.708,0.016,5.763
PineRiver071116_27,TC2PR,1238606,2389512,11/7/16 13:08,0,0.01,0.34,784.4,41.8,-0.39,0.041,1.479
PineRiver071116_28,TC2PR,1238546,2389515,11/7/16 13:10,0,0.01,0.69,784,41.9,0,0.028,2.962
PineRiver071116_29,TC2PR,1238554,2389463,11/7/16 13:12,0,0.01,0.04,784,42,0,0.024,0.156
PineRiver071116_30,TC2PR,1238561,2389418,11/7/16 13:15,0,0,0.1,784.2,42.1,0,0.015,0.451
PineRiver071116_31,TC2PR,1238404,2389164,11/7/16 13:19,0,0.01,0.22,784.4,42.4,0,0.033,0.944
PineRiver071116_32,TC2PR,1238198,2389189,11/7/16 13:21,0,0.01,0.74,784.3,42.5,-0.073,0.058,3.187
PineRiver071116_33,TC2PR,1238132,2388993,11/7/16 13:24,0,0.01,0.45,784.3,42.6,-1.384,0.043,1.933
PineRiver071116_34,TC2PR,1238368,2388939,11/7/16 13:27,0,0.02,0.5,784.3,42.7,-0.058,0.067,2.16
PineRiver071116_35,TC2PR,1238356,2388745,11/7/16 13:30,0,0.01,0.36,784,42.7,-1.165,0.057,1.564
PineRiver071116_36,TC2PR,1238172,2388745,11/7/16 13:33,0,0.01,0.14,784,42.8,-0.476,0.05,0.621
PineRiver071116_37,TC2PR,1238171,2388552,11/7/16 13:35,0,0.01,0.41,784,43,-2.404,0.054,1.768
PineRiver071116_38,TC2PR,1238406,2388498,11/7/16 13:39,0,0.01,0.49,784.2,43.1,0,0.054,2.101
PineRiver071116_39,TC2PR,1238566,2388375,11/7/16 13:42,0,0.01,0.62,784.2,43.2,-2.746,0.063,2.68
PineRiver071116_40,TC2PR,1238353,2388370,11/7/16 13:44,0,0.01,0.17,784,43.2,-0.336,0.026,0.726
PineRiver071116_41,TC2PR,1238246,2388267,11/7/16 13:47,5.03,0,0.99,784.3,43.3,21.702,0.019,4.29
PineRiver071116_42,TC2PR,1238204,2388292,11/7/16 13:49,0.48,0.01,1.11,784.4,43.3,2.054,0.042,4.785
PineRiver071116_43,TC2PR,1238153,2388347,11/7/16 13:52,0,0.01,0.22,784.3,43.3,0,0.023,0.936
PineRiver071116_44,TC2PR,1238167,2388285,11/7/16 13:54,223.07,0.01,2.23,784.2,43.3,962.429,0.052,9.638
PineRiver071116_45,TC2PR,1238160,2388165,11/7/16 13:58,0,0.01,0.32,784,43.4,0,0.035,1.362
PineRiver071116_46,TC2PR,1238362,2388180,11/7/16 14:02,0,0.01,0.53,784.2,43.4,-1.795,0.035,2.273
PineRiver071116_47,TC2PR,1238552,2388155,11/7/16 14:05,0,0.02,0.25,784.2,43.4,0,0.075,1.066
PineRiver071116_48,TC2PR,1238578,2387935,11/7/16 14:09,0,0.01,0.79,784,43.4,0,0.032,3.429
PineRiver071116_49,TC2PR,1238336,2387927,11/7/16 14:14,0,0,0.31,784,43.5,0,0.013,1.359
PineRiver071116_50,TC2PR,1238188,2387992,11/7/16 14:17,0,0,0.49,784.2,43.7,-3.751,0.014,2.127
PineRiver071116_51,TC2PR,1237987,2387743,11/7/16 14:25,0,0,0.94,784,43.9,-0.489,0.008,4.066
PineRiver071116_52,TC2PR,1238170,2387757,11/7/16 14:28,0,0.01,0.37,783.9,43.8,0,0.025,1.581
PineRiver071116_53,TC2PR,1238370,2387765,11/7/16 14:31,0,0.01,0.35,784.2,43.8,0,0.035,1.534
PineRiver071116_54,TC2PR,1238552,2387797,11/7/16 14:33,0,0,0.69,783.9,43.8,0,0.021,2.976
PineRiver071116_55,TC2PR,1238578,2387669,11/7/16 14:36,0,0,0.06,784,43.8,0,0.008,0.264
PineRiver071116_56,TC2PR,1238343,2387589,11/7/16 14:39,0,0,0.05,784,44,0,0.005,0.22
PineRiver071116_57,TC2PR,1238119,2387547,11/7/16 14:42,0,0,0.18,783.8,44,-2.948,0.009,0.767
PineRiver071116_58,TC2PR,1238053,2387509,11/7/16 14:44,0,0.01,0.29,783.8,44,-2.864,0.023,1.262
PineRiver071116_59,TC2PR,1237987,2387551,11/7/16 14:47,0,0,0.19,783.9,44,0,0.012,0.827
PineRiver071216_100,TC2PR,1239608,2384217,12/7/16 12:27,2.38,0,2.71,777.3,44.2,10.37,0.018,11.827
PineRiver071216_101,TC2PR,1239580,2384166,12/7/16 12:31,2.41,0,1.97,775.9,44.5,10.553,0.018,8.622
PineRiver071216_102,TC2PR,1239532,2384152,12/7/16 12:34,0,0.03,0.18,774.7,44.8,-0.08,0.122,0.797
PineRiver071216_103,TC2PR,1239415,2384286,12/7/16 12:39,0,0.01,0.3,774.7,45.1,0,0.027,1.305
PineRiver071216_104,TC2PR,1239339,2384402,12/7/16 12:42,0,0.01,0.3,776.2,45.3,0,0.026,1.327
PineRiver071216_105,TC2PR,1239204,2384366,12/7/16 12:46,0,0.01,0,775.4,45.4,0,0.031,-1.182
PineRiver071216_106,TC2PR,1239160,2384560,12/7/16 12:51,0,0.01,0.17,774.6,45.4,0,0.025,0.756
PineRiver071216_107,TC2PR,1238943,2384568,12/7/16 12:56,0,0,0.04,775.7,45.3,0,0.021,0.178
PineRiver071216_108,TC2PR,1238951,2384768,12/7/16 13:02,0,0.01,0.11,773.6,45.4,0,0.04,0.473
PineRiver071216_109,TC2PR,1238864,2384970,12/7/16 13:07,0,0.01,0.21,776.1,45.5,0,0.03,0.912
PineRiver071216_110,TC2PR,1238977,2384980,12/7/16 13:11,0,0.01,0.28,777.4,45.5,0,0.031,1.23
PineRiver071216_111,TC2PR,1239104,2384989,12/7/16 13:14,0,0.01,2.32,778.8,45.5,0,0.038,10.14
PineRiver071216_112,TC2PR,1239128,2384798,12/7/16 13:20,1166.45,0.03,1.45,779.3,45.6,5101.052,0.13,6.331
PineRiver071216_113,TC2PR,1239177,2384714,12/7/16 13:23,1.33,0.04,4,777.3,45.6,5.823,0.189,17.531
PineRiver071216_114,TC2PR,1239287,2384559,12/7/16 13:30,0,0.01,0.89,777.1,46,0,0.036,3.896
PineRiver071216_115,TC2PR,1239338,2384564,12/7/16 13:34,1.19,0.01,1.15,775.9,46.1,5.227,0.024,5.05
PineRiver071216_116,TC2PR,1239278,2384698,12/7/16 13:37,16.55,0.01,0.9,776.8,46.2,72.762,0.048,3.968
PineRiver071216_117,TC2PR,1239243,2384993,12/7/16 13:42,0,0,0,777.5,46.3,0,-0.002,-0.579
PineRiver071216_118,TC2PR,1239377,2384972,12/7/16 13:46,0,0,0.06,778.1,46.2,0,0,0.242
PineRiver071216_119,TC2PR,1239528,2384996,12/7/16 13:50,0,0.01,0.01,776.5,46.2,0,0.035,0.044
PineRiver071216_120,TC2PR,1239511,2384787,12/7/16 13:54,0,0,0.21,775.3,46.1,0,0,0.936
PineRiver071216_121,TC2PR,1239342,2384772,12/7/16 13:59,0,0.01,0.28,776.1,46.1,0,0.034,1.223
PineRiver071216_122,TC2PR,1239567,2384552,12/7/16 14:06,0,0.01,0.2,777.8,46.1,0,0.037,0.878
PineRiver071216_60,TC2PR,1238320,2387011,12/7/16 8:47,0,0,0.12,787.1,25.3,0,-0.011,0.467
PineRiver071216_61,TC2PR,1238371,2387131,12/7/16 8:51,0,0,0.48,787.1,26.1,0,0.016,1.965
PineRiver071216_62,TC2PR,1238341,2387307,12/7/16 8:55,0,0,0.61,787.2,27,0,0.01,2.498
PineRiver071216_63,TC2PR,1238176,2387370,12/7/16 8:59,0,0,0,787.2,28,0,0.007,-0.583
PineRiver071216_64,TC2PR,1237976,2387331,12/7/16 9:05,0,0,0.18,787.4,28.8,0,0.011,0.74
PineRiver071216_65,TC2PR,1237940,2387154,12/7/16 9:07,0,0,0.32,787.4,29.6,0,0.013,1.313
PineRiver071216_66,TC2PR,1238152,2387149,12/7/16 9:10,0,0,0.6,787.5,30.4,0,0.017,2.492
PineRiver071216_67,TC2PR,1238177,2386993,12/7/16 9:14,0,0,0.21,787.5,31.1,0,0.015,0.869
PineRiver071216_68,TC2PR,1237958,2386961,12/7/16 9:17,0,0,0.22,787.2,31.8,0,0.014,0.925
PineRiver071216_69,TC2PR,1237989,2386779,12/7/16 9:19,0,0,0.18,787.5,32.3,0,0.006,0.741
PineRiver071216_70,TC2PR,1238195,2386761,12/7/16 9:32,0,0,0.34,787.4,34.3,-8.633,0,1.414
PineRiver071216_71,TC2PR,1238388,2386787,12/7/16 9:36,0,0,0.1,787.5,35,0,0.007,0.406
PineRiver071216_72,TC2PR,1238535,2386931,12/7/16 9:40,0,0.01,0.2,787.1,35.4,0,0.029,0.837
PineRiver071216_73,TC2PR,1238569,2386747,12/7/16 9:43,0,0.01,0.32,787.1,35.9,-0.398,0.022,1.356
PineRiver071216_74,TC2PR,1238501,2386550,12/7/16 9:51,0,0,0.17,787.4,37.1,0,0.016,0.725
PineRiver071216_75,TC2PR,1238554,2386397,12/7/16 9:55,0,0,0.05,784.8,37.7,0,0.015,0.218
PineRiver071216_76,TC2PR,1238543,2386142,12/7/16 9:59,0,0.01,0.19,783.5,38.5,0,0.032,0.808
PineRiver071216_77,TC2PR,1238572,2386072,12/7/16 10:04,1.56,0,1.9,781.3,39.3,6.673,0.014,8.127
PineRiver071216_78,TC2PR,1238667,2386085,12/7/16 10:08,0,0,0.36,781.5,40,-2.437,0.017,1.541
PineRiver071216_79,TC2PR,1238668,2386202,12/7/16 10:12,0,0,0.31,783.5,40.4,0,0.02,1.339
PineRiver071216_80,TC2PR,1238725,2385971,12/7/16 10:16,0,0.01,0.27,783.9,40.6,0,0.031,1.158
PineRiver071216_81,TC2PR,1238643,2385895,12/7/16 10:23,7,0,1.06,782,40.6,30.023,0.013,4.554
PineRiver071216_82,TC2PR,1238659,2385792,12/7/16 10:26,3.5,0.01,2.12,781.9,40.6,15.023,0.03,9.105
PineRiver071216_83,TC2PR,1238583,2385948,12/7/16 10:35,0,0.01,0.28,781.7,40.7,0,0.022,1.186
PineRiver071216_84,TC2PR,1238341,2385966,12/7/16 10:39,0,0,0.05,781.1,40.6,0,0.018,0.224
PineRiver071216_85,TC2PR,1238338,2386161,12/7/16 10:45,0,0.01,0.43,781.1,40.6,0,0.06,1.838
PineRiver071216_86,TC2PR,1238388,2386357,12/7/16 10:50,0,0,0.08,783.1,40.5,0,0.018,0.33
PineRiver071216_87,TC2PR,1238342,2386547,12/7/16 10:55,0,0.01,1.19,783.1,40.7,0,0.031,5.117
PineRiver071216_88,TC2PR,1238200,2386579,12/7/16 10:59,0,0,0.05,785,40.8,0,0,0.231
PineRiver071216_89,TC2PR,1238208,2386564,12/7/16 11:02,0,0.01,0.09,785.3,40.9,0,0.029,0.394
PineRiver071216_90,TC2PR,1238145,2386355,12/7/16 11:09,0,0.02,0.18,785.4,41.5,-0.478,0.082,0.767
PineRiver071216_91,TC2PR,1239608,2383753,12/7/16 11:51,0,0.01,0.2,783.9,42.9,0,0.028,0.855
PineRiver071216_92,TC2PR,1239699,2383752,12/7/16 11:55,0,0.01,0.17,774,42.8,0,0.025,0.748
PineRiver071216_93,TC2PR,1239680,2383904,12/7/16 11:59,0,0.01,0.97,774.6,42.8,0,0.048,4.242
PineRiver071216_94,TC2PR,1239578,2383961,12/7/16 12:03,0,0.01,0.06,774.2,42.9,0,0.022,0.267
PineRiver071216_95,TC2PR,1239710,2384053,12/7/16 12:08,189.04,0.01,1.53,773.8,43.1,826.027,0.038,6.696
PineRiver071216_96,TC2PR,1239779,2383998,12/7/16 12:11,0,0.01,0.2,775,43.3,0,0.023,0.855
PineRiver071216_97,TC2PR,1239771,2384174,12/7/16 12:15,0,0,0.21,776.6,43.5,0,0.008,0.906
PineRiver071216_98,TC2PR,1239712,2384311,12/7/16 12:18,0,0.01,0.31,776.5,43.6,0,0.025,1.332
PineRiver071216_99,TC2PR,1239622,2384363,12/7/16 12:21,0,0,0.27,776.9,43.8,0,0.021,1.182
PineRiver071316_123,TC2PR,1239731,2383525,13-07-2016 12:25:23,0,0,0.17,777.4,31.5,0,-0.001,0.714
PineRiver071316_124,TC2PR,1239975,2383612,13-07-2016 12:33:45,0,0,0.22,777.4,33.9,0,-0.001,0.925
PineRiver071316_125,TC2PR,1240194,2383487,13-07-2016 12:39:41,0,0,0.04,776.6,35.3,0,0.012,0.173
PineRiver071316_126,TC2PR,1240326,2383344,13-07-2016 12:44:22,0,0,0.01,774.2,36.4,0,-0.006,0.047
PineRiver071316_127,TC2PR,1240178,2383338,13-07-2016 12:48:37,0,0,0.04,772.5,37.3,0,-0.005,0.156
PineRiver071316_128,TC2PR,1240171,2383215,13-07-2016 12:52:00,0,0,0.17,773.9,37.9,0,-0.044,0.743
PineRiver071316_129,TC2PR,1239988,2383192,13-07-2016 12:56:54,0,0,0.08,774.2,38.7,0,-0.051,0.338
PineRiver071316_130,TC2PR,1239946,2383372,13-07-2016 13:00:35,0,0,0.01,775.8,39.3,0,0,0.054
PineRiver071316_131,TC2PR,1239847,2383359,13-07-2016 13:04:43,0,0,0.29,775.7,39.9,0,-0.06,1.232
PineRiver071316_132,TC2PR,1239773,2383200,13-07-2016 13:11:15,0,0,0.23,776.5,40.8,0,0.006,0.984
